,Dataset_ID,Image_ID,ID,ID.1,Original_Name,Latitude,Longitude,Width,Height,Created,Shutter_Speed,Aperture,Brightness,Focal_Length,Camera_Model,Format,DIM,Y
603,15,"6,481","6,756","6,481",109MEDIA/YDXJ0460.JPG,0.0,0.0,4,3,11/16/2017,13:52,"(0, 0)","(0, 0)",None,"(266, 100)",YDXJ,2,0
604,15,"6,482","6,757","6,482",109MEDIA/YDXJ0461.JPG,0.0,0.0,4,3,11/16/2017,13:52,"(0, 0)","(0, 0)",None,"(266, 100)",YDXJ,2,0
605,15,"6,483","6,758","6,483",109MEDIA/YDXJ0462.JPG,0.0,0.0,4,3,11/16/2017,13:52,"(0, 0)","(0, 0)",None,"(266, 100)",YDXJ,2,0
606,15,"6,484","6,759","6,484",109MEDIA/YDXJ0463.JPG,0.0,0.0,4,3,11/16/2017,13:52,"(0, 0)","(0, 0)",None,"(266, 100)",YDXJ,2,0
607,15,"6,485","6,76","6,485",109MEDIA/YDXJ0464.JPG,0.0,0.0,4,3,11/16/2017,13:52,"(0, 0)","(0, 0)",None,"(266, 100)",YDXJ,2,0
747,15,"6,625","6,9","6,625",109MEDIA/YDXJ0604.JPG,0.0,0.0,4,3,11/16/2017,14:01,"(0, 0)","(0, 0)",None,"(266, 100)",YDXJ,2,0
748,15,"6,626","6,901","6,626",109MEDIA/YDXJ0605.JPG,0.0,0.0,4,3,11/16/2017,14:01,"(0, 0)","(0, 0)",None,"(266, 100)",YDXJ,2,0
749,15,"6,627","6,902","6,627",109MEDIA/YDXJ0606.JPG,0.0,0.0,4,3,11/16/2017,14:02,"(0, 0)","(0, 0)",None,"(266, 100)",YDXJ,2,0
750,15,"6,628","6,903","6,628",109MEDIA/YDXJ0607.JPG,0.0,0.0,4,3,11/16/2017,14:02,"(0, 0)","(0, 0)",None,"(266, 100)",YDXJ,2,0
751,15,"6,629","6,904","6,629",109MEDIA/YDXJ0608.JPG,0.0,0.0,4,3,11/16/2017,14:02,"(0, 0)","(0, 0)",None,"(266, 100)",YDXJ,2,0
752,15,"6,63","6,905","6,63",109MEDIA/YDXJ0609.JPG,0.0,0.0,4,3,11/16/2017,14:02,"(0, 0)","(0, 0)",None,"(266, 100)",YDXJ,2,0
753,15,"6,631","6,906","6,631",109MEDIA/YDXJ0610.JPG,0.0,0.0,4,3,11/16/2017,14:02,"(0, 0)","(0, 0)",None,"(266, 100)",YDXJ,2,0
754,15,"6,632","6,907","6,632",109MEDIA/YDXJ0611.JPG,0.0,0.0,4,3,11/16/2017,14:02,"(0, 0)","(0, 0)",None,"(266, 100)",YDXJ,2,0
755,15,"6,633","6,908","6,633",109MEDIA/YDXJ0612.JPG,0.0,0.0,4,3,11/16/2017,14:02,"(0, 0)","(0, 0)",None,"(266, 100)",YDXJ,2,0
875,15,"6,753","7,028","6,753",109MEDIA/YDXJ0732.JPG,0.0,0.0,4,3,11/16/2017,14:10,"(0, 0)","(0, 0)",None,"(266, 100)",YDXJ,2,0
876,15,"6,754","7,029","6,754",109MEDIA/YDXJ0733.JPG,0.0,0.0,4,3,11/16/2017,14:10,"(0, 0)","(0, 0)",None,"(266, 100)",YDXJ,2,0
877,15,"6,755","7,03","6,755",109MEDIA/YDXJ0734.JPG,0.0,0.0,4,3,11/16/2017,14:10,"(0, 0)","(0, 0)",None,"(266, 100)",YDXJ,2,0
878,15,"6,756","7,031","6,756",109MEDIA/YDXJ0735.JPG,0.0,0.0,4,3,11/16/2017,14:10,"(0, 0)","(0, 0)",None,"(266, 100)",YDXJ,2,0
879,15,"6,757","7,032","6,757",109MEDIA/YDXJ0736.JPG,0.0,0.0,4,3,11/16/2017,14:10,"(0, 0)","(0, 0)",None,"(266, 100)",YDXJ,2,0
880,15,"6,758","7,033","6,758",109MEDIA/YDXJ0737.JPG,0.0,0.0,4,3,11/16/2017,14:10,"(0, 0)","(0, 0)",None,"(266, 100)",YDXJ,2,0
881,15,"6,759","7,034","6,759",109MEDIA/YDXJ0738.JPG,0.0,0.0,4,3,11/16/2017,14:10,"(0, 0)","(0, 0)",None,"(266, 100)",YDXJ,2,0
